Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-16T22:26:32.248397,355.0,05.1070,1.07821,05.4988
2026-04-16T22:26:33.225836,356.0,05.1028,1.14338,05.8312
2026-04-16T22:26:34.250173,357.0,05.0980,1.40589,07.1559
2026-04-16T22:26:35.225978,358.0,05.1208,1.53352,07.8516
2026-04-16T22:26:36.248235,359.0,05.1148,1.16044,05.9298
2026-04-16T22:26:37.223490,360.0,05.1101,0.77266,03.9482
2026-04-16T22:26:38.246193,361.0,05.1048,1.04834,05.3465
2026-04-16T22:26:39.223149,362.0,05.1126,1.02633,05.2445
2026-04-16T22:26:40.245589,363.0,05.1069,1.06633,05.4382
2026-04-16T22:26:41.222610,364.0,05.1056,1.07782,05.4968
2026-04-16T22:26:42.243568,365.0,05.1089,1.14897,05.8597
2026-04-16T22:26:43.218666,366.0,05.1103,1.03262,05.2766
2026-04-16T22:26:44.239408,367.0,05.1030,1.35680,06.9196
2026-04-16T22:26:45.217332,368.0,05.1095,0.77322,03.9434
2026-04-16T22:26:46.237202,369.0,05.1094,1.15660,05.8986
2026-04-16T22:26:47.214130,370.0,05.1072,1.26860,06.4698
2026-04-16T22:26:48.237371,371.0,05.1103,1.25626,06.4194
2026-04-16T22:26:49.212936,372.0,05.0937,1.25768,06.4015
2026-04-16T22:26:50.234121,373.0,05.1131,1.24037,06.3382
2026-04-16T22:26:51.208113,374.0,05.1106,1.13005,05.7745
2026-04-16T22:26:52.228683,375.0,05.1092,1.14959,05.8629
2026-04-16T22:26:53.247957,376.0,05.1095,1.03187,05.2625
2026-04-16T22:26:54.220772,377.0,05.1080,0.77197,03.9370
2026-04-16T22:26:55.241542,378.0,05.1095,1.15555,05.8933
2026-04-16T22:26:56.218536,379.0,05.1087,1.10299,05.6252
2026-04-16T22:26:57.239576,380.0,05.1101,1.04921,05.3614
2026-04-16T22:26:58.213811,381.0,05.1051,0.99807,05.0901
2026-04-16T22:26:59.235132,382.0,05.1111,1.03821,05.3052
2026-04-16T22:27:00.208677,383.0,05.1025,1.08879,05.5528
2026-04-16T22:27:01.230440,384.0,05.1036,1.15291,05.8798
2026-04-16T22:27:02.207637,385.0,05.1119,0.62446,03.1909
2026-04-16T22:27:03.229029,386.0,05.1062,1.06749,05.4441
2026-04-16T22:27:04.249376,387.0,05.1087,1.11993,05.7116
2026-04-16T22:27:05.225554,388.0,05.1150,1.06293,05.4315
2026-04-16T22:27:06.248720,389.0,05.1064,1.01217,05.1620
2026-04-16T22:27:07.225807,390.0,05.1109,1.05339,05.3828
2026-04-16T22:27:08.250009,391.0,05.1080,1.06462,05.4295
